ID,Area,Doc,Route/Context,Source (component › element),Type,English (verbatim),Arabic (fill in),Status,Bundle Key,Raw Status
3752,Watheeq · Cases & Intake,10-cases-and-intake.md,list-quick-filters.tsx / list-bulk-actions.tsx,Saved views bar,button/label,`Save current view` · `Saved views` · `No saved views yet`,,keyed,extra.savedViews.*,key: extra.savedViews.* (AR ✓)
3753,Watheeq · Cases & Intake,10-cases-and-intake.md,list-quick-filters.tsx / list-bulk-actions.tsx,Bulk action buttons,button,`Reclassify priority` · `Submit` · `Export CSV`,,keyed,extra.bulk.*,key: extra.bulk.* (AR ✓)
3754,Watheeq · Cases & Intake,10-cases-and-intake.md,list-quick-filters.tsx / list-bulk-actions.tsx,Bulk reclassify dialog,modal-title/label/button,`Reclassify priority` / `Set a new priority for {n} selected request(s).` (fn) / `New priority` / `Reason` (+ ph `Why is the priority changing?`) / `Cancel` / `Apply` / `Applying...`,,keyed,extra.bulk.*,key: extra.bulk.* (AR ✓)
3755,Watheeq · Cases & Intake,10-cases-and-intake.md,list-quick-filters.tsx / list-bulk-actions.tsx,Bulk validation + result toasts,validation/toast,"`A reason is required.`; `Bulk action completed` / `{u} updated, {f} failed.` (fn); `{n} request(s) skipped (only drafts can be submitted).` (fn); `Nothing to submit` / `None of the selected requests are drafts.`; `No rows to export.`",,keyed,extra.bulk.*,key: extra.bulk.* (AR ✓)
3756,Watheeq · Cases & Intake,10-cases-and-intake.md,Wizard shell (labels.ts › wizard),Page title/description,heading/body,`New Legal Request` / `Submit a request to the legal department through the service catalog.`,,keyed,wizard.pageTitle/pageDescription,key: wizard.pageTitle/pageDescription (AR ✓)
3757,Watheeq · Cases & Intake,10-cases-and-intake.md,Wizard shell (labels.ts › wizard),Step labels + nav,tab/button,`Service` · `Details` · `Review` · `Step {c} of {t}` (fn) · `Next` · `Back` · `Cancel` · `Submit request` · `Submitting...`,,keyed,wizard.*,key: wizard.* (AR ✓)
3758,Watheeq · Cases & Intake,10-cases-and-intake.md,Wizard shell (labels.ts › wizard),Eligibility copy,body/badge,`Choose a service` / `Select the legal service you need. Eligibility is checked automatically.` · `Checking eligibility...` · `You are eligible for this service.` · `You are not eligible for this service.` · `Reasons` · `Re-check`,,keyed,wizard.*,key: wizard.* (AR ✓)
3759,Watheeq · Cases & Intake,10-cases-and-intake.md,Wizard shell (labels.ts › wizard),Details step labels/placeholders,label/placeholder,`Title (English)` (ph `Contract review for vendor X`) · `Title (Arabic)` (ph `مراجعة عقد المورّد س`) · `Description` (ph `Provide the relevant context…`) · `Requester name` (ph `Full name`) · `Department` (ph `e.g. Procurement`) · `Priority` · `Urgency justification` (+ hint + ph),,keyed,wizard.*,key: wizard.* (AR ✓)
3760,Watheeq · Cases & Intake,10-cases-and-intake.md,Wizard shell (labels.ts › wizard),Review step,heading/label/badge,`Review and submit` / `Confirm the details before submitting to the legal department.` · `Service` · `Priority` · `Required approvals` · `Requester approval` · `Provider approval` · `Required` · `Not required` · `No service selected`,,keyed,wizard.*,key: wizard.* (AR ✓)
3761,Watheeq · Cases & Intake,10-cases-and-intake.md,Wizard shell (labels.ts › wizard),Wizard validation errors,validation,`Please select a service.` · `A request title is required.` · `Requester name is required.` · `Urgent requests require a justification.`,,keyed,wizard.errors.*,key: wizard.errors.* (AR ✓)
3762,Watheeq · Cases & Intake,10-cases-and-intake.md,Wizard shell (labels.ts › wizard),Wizard toasts,toast,`Request submitted.` / `Could not submit the request.`,,keyed,wizard.toast.*,key: wizard.toast.* (AR ✓)
3763,Watheeq · Cases & Intake,10-cases-and-intake.md,service-catalog-step.tsx (service-catalog-i18n.ts),Search + meta,label/placeholder/badge,"`Search services` (ph `Search by name, description, or code`) · `Recently used` · `Clone from a previous request` · `Approval required` · `Platform` / `Email` / `Platform & email` · `Code` · `Selected` · `Recommended` · `Any requester` · `{count} entities` (fn) · `Target: {days} working days` (fn) · `Eligibility applies`",,keyed,service-catalog-i18n,key: service-catalog-i18n STRINGS (AR ✓)
3764,Watheeq · Cases & Intake,10-cases-and-intake.md,service-catalog-step.tsx (service-catalog-i18n.ts),Empty/no-match states,empty-state,"`No services match ""{query}"".` (fn) / `No matching services` · `No services are available.` / `No services available` · `Select the legal service you need.`",,keyed,service-catalog-i18n,key: service-catalog-i18n (AR ✓)
3765,Watheeq · Cases & Intake,10-cases-and-intake.md,service-catalog-step.tsx (service-catalog-i18n.ts),Service names/descriptions,data-driven,catalog service name/description,,data-driven,,"data-driven (service catalog API, backend bilingual)"
3766,Watheeq · Cases & Intake,10-cases-and-intake.md,Details-step fields (details-i18n.ts),Bilingual title fields,label/placeholder,"`Title (Arabic)` / `Title (English)` (ph `Enter a short, descriptive title in Arabic/English`) · `at least one` · `*` (`required`) · `Copy to Arabic` / `Copy to English`",,keyed,details-i18n,key: details-i18n (AR ✓)
3767,Watheeq · Cases & Intake,10-cases-and-intake.md,Details-step fields (details-i18n.ts),Description field,label/placeholder/button,"`Description` (ph `Describe your request: context, what you need, and any deadline.`) · `Insert template` (+ confirm `This will replace your current description with a structured template. Continue?`) · `Draft with AI`",,keyed,details-i18n,key: details-i18n (AR ✓)
3768,Watheeq · Cases & Intake,10-cases-and-intake.md,Details-step fields (details-i18n.ts),Template skeleton headings,body,`Background` · `What I need` · `Desired outcome` · `Deadline`,,keyed,details-i18n.tpl*,key: details-i18n.tpl* (AR ✓)
3769,Watheeq · Cases & Intake,10-cases-and-intake.md,Details-step fields (details-i18n.ts),Char counter aria,aria-label,`{used} of {max} characters used` (fn),,keyed,details-i18n.counterA11y,key: details-i18n.counterA11y (AR ✓)
3770,Watheeq · Cases & Intake,10-cases-and-intake.md,Details-step fields (details-i18n.ts),Title validation,validation,`Provide a title in at least one language.`,,keyed,details-i18n.titleRequired,key: details-i18n.titleRequired (AR ✓)
3771,Watheeq · Cases & Intake,10-cases-and-intake.md,requester-field.tsx (requester-i18n.ts),Requester field,label/body/badge,`Requester` · `Submitting this request as yourself.` · `Acting on behalf of someone else?` · `Enter the requester's full name` (ph) · `Requester full name` · `Submitted by {me}` (fn) · `You` · `Avatar for {name}` (fn) · `Requester name` (fallback),,keyed,requesterLabels,key: requesterLabels (AR ✓)
3772,Watheeq · Cases & Intake,10-cases-and-intake.md,beneficiary-picker.tsx (beneficiary-i18n.ts),Beneficiary picker,label/placeholder/aria,`Beneficiary department / entity` · `This drives eligibility and routing for the request.` · `Select a beneficiary department or entity` (ph) · `Search by name or code…` (ph) · `Beneficiary department or entity` (aria) · `Code`,,keyed,beneficiaryLabels,key: beneficiaryLabels (AR ✓)
3773,Watheeq · Cases & Intake,10-cases-and-intake.md,beneficiary-picker.tsx (beneficiary-i18n.ts),Entity-type badges,badge,`Company` · `Business unit` · `Department` · `Section` · `Shared services unit`,,keyed,beneficiaryLabels.entityType.*,key: beneficiaryLabels.entityType.* (AR ✓)
3774,Watheeq · Cases & Intake,10-cases-and-intake.md,beneficiary-picker.tsx (beneficiary-i18n.ts),Empty/error hints,empty-state/error,`The organization registry has no entities yet. Ask an administrator to add departments or entities before requesting.` · `Could not load the organization registry. Please try again.`,,keyed,beneficiaryLabels.emptyHint/loadError,key: beneficiaryLabels.emptyHint/loadError (AR ✓)
3775,Watheeq · Cases & Intake,10-cases-and-intake.md,beneficiary-picker.tsx (beneficiary-i18n.ts),Entity names,data-driven,org entity display names,,data-driven,,data-driven (org registry API)
3776,Watheeq · Cases & Intake,10-cases-and-intake.md,priority-selector.tsx (priority-i18n.ts),Priority cards,legend/label/badge,`Priority` (aria `Request priority`) · `Normal` / `Standard turnaround.` · `Urgent` / `Prioritised & escalated — audited.` · `Selected` · `Urgent requests are tracked and require a justification.` · `SLA:`,,keyed,priorityLabels,key: priorityLabels (AR ✓)
3777,Watheeq · Cases & Intake,10-cases-and-intake.md,priority-selector.tsx (priority-i18n.ts),Justification area,label/placeholder,`Urgency justification` · `Reason` (ph `Select a reason`) · `Explain the urgency` (hint `Describe the business impact (not requester delay). This is audited.`) · ph `Explain why this request must be handled urgently.`,,keyed,priorityLabels,key: priorityLabels (AR ✓)
3778,Watheeq · Cases & Intake,10-cases-and-intake.md,priority-selector.tsx (priority-i18n.ts),Suggested reasons + seeds,option/body,`Regulatory deadline` · `Litigation timeline` · `Executive request` · `Contractual deadline` · `Other` (+ seed sentences per reason),,keyed,priorityLabels.reasons/reasonSeed,key: priorityLabels.reasons/reasonSeed (AR ✓)
3779,Watheeq · Cases & Intake,10-cases-and-intake.md,attachments-field.tsx (attachments-i18n.ts),Attachments field,label/body/button,"`Attachments` · `Drag & drop files here, or click to browse` · `No documents attached yet` / `Attach the contract or any supporting documents` · `Uploading…` · `{count} file(s) · {size}` (fn) · `Remove` / `Remove {name}` (fn)",,keyed,attachmentsMessages,key: attachmentsMessages (AR ✓)
3780,Watheeq · Cases & Intake,10-cases-and-intake.md,attachments-field.tsx (attachments-i18n.ts),Virus-scan badges + units,badge,`Scanning` · `Clean` · `Infected` · `Unknown`; units `B`/`KB`/`MB`/`GB`,,keyed,attachmentsMessages.scan*/units,key: attachmentsMessages.scan*/units (AR ✓)
3781,Watheeq · Cases & Intake,10-cases-and-intake.md,sla-promise-preview.tsx (sla-preview-i18n.ts),SLA promise preview,heading/body,`Service-level promise` · `Acknowledged within {window}` (fn) · `Resolved within {days} working day(s) · by ~{by}` (fn) · `Escalation` · `L{level} · day {day}` (fn) · `Dates are approximate; the working calendar is authoritative.` · `Urgent`/`Normal` · `Select a service to see its SLA.` · `No SLA target configured for this service.` · `{n} working day(s)`/`{n} working hour(s)` (fn),,keyed,slaPreviewLabels,key: slaPreviewLabels (AR ✓)
3782,Watheeq · Cases & Intake,10-cases-and-intake.md,draft-resume-banner.tsx / autosave-indicator.tsx (draft-i18n.ts),Draft resume banner,body/button,`You have an unsaved draft from` … `.` · `Resume` · `Discard` · `Dismiss`,,keyed,draftStrings,key: draftStrings (AR ✓)
3783,Watheeq · Cases & Intake,10-cases-and-intake.md,draft-resume-banner.tsx / autosave-indicator.tsx (draft-i18n.ts),Autosave indicator,body,`Saving…` · `Autosaved`,,keyed,draftStrings,key: draftStrings (AR ✓)
3784,Watheeq · Cases & Intake,10-cases-and-intake.md,review-step.tsx / what-happens-next.tsx (review-i18n.ts),Review groups,heading,`Review your request` / `Check the details below. Use Edit to revisit any section before submitting.` · groups `Service`/`Title`/`Description`/`Requester`/`Beneficiary`/`Priority`/`Attachments`,,keyed,reviewStrings,key: reviewStrings (AR ✓)
3785,Watheeq · Cases & Intake,10-cases-and-intake.md,review-step.tsx / what-happens-next.tsx (review-i18n.ts),Review fields,label/value,`Selected service` · `Channel` · `Title (English)` · `Title (Arabic)` · `Description` · `Requester name` · `Beneficiary` · `Beneficiary entity` · `Priority` · `Urgency justification` · `Files attached` · `Not set` · `Edit` (aria `Edit this section`) · `Urgent`/`Normal` · `No files attached`/`1 file`/`files`,,keyed,reviewStrings,key: reviewStrings (AR ✓)
3786,Watheeq · Cases & Intake,10-cases-and-intake.md,review-step.tsx / what-happens-next.tsx (review-i18n.ts),What-happens-next panel,heading/body,`What happens after you submit` / `A quick preview of the journey your request will take.` · `Submitted` / `Your request is logged and given a tracking number.` · `Approvals` · `Requester approval required` · `Provider approval required` · `No approvals — routed directly` · `An approval policy applies to this service.` · `Assigned` / `The request is routed to the responsible legal team.` · `SLA clock starts` / `Acknowledgement and turnaround timers begin once assigned.`,,keyed,reviewStrings,key: reviewStrings (AR ✓)
3787,Watheeq · Cases & Intake,10-cases-and-intake.md,review-step.tsx / what-happens-next.tsx (review-i18n.ts),Escalation preview,body,"`If the SLA is missed, it escalates to` · `Escalation contacts are resolved from the beneficiary entity.` · `Select a beneficiary entity to preview the escalation path.` · `No escalation contacts are configured for this entity.` · `Escalation contacts are not available right now.` · `L` (level prefix)",,keyed,reviewStrings,key: reviewStrings (AR ✓)
3788,Watheeq · Cases & Intake,10-cases-and-intake.md,submission-success.tsx (success-i18n.ts),Success screen,heading/body/button,`Request submitted` / `Your legal request has been received and assigned a reference number.` · `Reference number` · `Copy reference number` / `Reference number copied.` · `Status`/`Priority` · `What happens next` / `Current` · timeline `Submitted`/`Acknowledged`/`In progress`/`Delivered` · `View request` · `Create another` · `Copy link` / `Request link copied.` · region aria `Request submission confirmation`,,keyed,successLabels,key: successLabels (AR ✓)
3789,Watheeq · Cases & Intake,10-cases-and-intake.md,/lex/service-desk/intake — page.tsx (Intake Triage),Page hero,heading/body,`Intake Triage` / `Email-ingested and direct-submission intake messages awaiting triage into legal requests.`,,keyed,intake.pageTitle/pageDescription,key: intake.pageTitle/pageDescription (AR ✓)
3790,Watheeq · Cases & Intake,10-cases-and-intake.md,/lex/service-desk/intake — page.tsx (Intake Triage),Search / empty,placeholder/empty-state,`Search intake messages...` · `No intake messages` / `No intake messages matched the current filters.` · `Not linked`,,keyed,intake.*,key: intake.* (AR ✓)
3791,Watheeq · Cases & Intake,10-cases-and-intake.md,/lex/service-desk/intake — page.tsx (Intake Triage),Stat tiles,heading/body,`Pending` / `Messages waiting for triage.` · `Processed` / `Messages already converted or dismissed.` · `Errored` / `Messages that failed intake processing.` · `Loaded messages` · `Intake share`,,keyed,intake.stats/statDetails,key: intake.stats/statDetails (AR ✓)
3792,Watheeq · Cases & Intake,10-cases-and-intake.md,/lex/service-desk/intake — page.tsx (Intake Triage),Table columns,table-header,`From` · `Subject` · `Status` · `Attachments` · `Linked request` · `Received`,,keyed,intake.columns.*,key: intake.columns.* (AR ✓)
3793,Watheeq · Cases & Intake,10-cases-and-intake.md,/lex/service-desk/intake — page.tsx (Intake Triage),Status filter/options,option,`Pending` · `Processed` · `Errored`,,keyed,intake.statusOptions,key: intake.statusOptions (AR ✓)
3794,Watheeq · Cases & Intake,10-cases-and-intake.md,/lex/service-desk/intake — page.tsx (Intake Triage),Attachments count / no subject,body,`{count} attachment(s)` (fn) · `(No subject)`,,keyed,intake.attachmentsCount/noSubject,key: intake.attachmentsCount/noSubject (AR ✓)
3795,Watheeq · Cases & Intake,10-cases-and-intake.md,/lex/service-desk/intake — page.tsx (Intake Triage),Message sheet (`_intake-message-sheet.tsx`),modal-title/label/link,`Intake message` / `Full intake message and its routing into the request register.` · `Message` · `Routing` · `From`/`To`/`Subject`/`Status`/`Received`/`Mailbox` · `Direct submission` · `Attachments` · `Linked request` · `View linked request` · `Not linked to a request` · `Create request from this message`,,keyed,intake.sheet.*,key: intake.sheet.* (AR ✓)
3796,Watheeq · Cases & Intake,10-cases-and-intake.md,/lex/service-desk/intake — page.tsx (Intake Triage),Message from/subject,data-driven,"sender address, subject line",,data-driven,,data-driven (intake message API)
3797,Watheeq · Cases & Intake,10-cases-and-intake.md,Detail shell + tabs (labels.detail / detail-extra.tabs / actionBar / stepper),Detail states,heading/error/empty,"`Request` (loading) · `Legal service request.` · `Failed to load the request.` · `Request not found` / `This request doesn't exist or was removed. It may have been deleted, or the link is out of date.` · `Back to Service Desk`",,keyed,detail.*,key: detail.* (AR ✓)
3798,Watheeq · Cases & Intake,10-cases-and-intake.md,Detail shell + tabs (labels.detail / detail-extra.tabs / actionBar / stepper),Header action buttons,button,`Edit` · `Submit` · `Reclassify priority` · `Delete`,,keyed,detail.*,key: detail.* (AR ✓)
3799,Watheeq · Cases & Intake,10-cases-and-intake.md,Detail shell + tabs (labels.detail / detail-extra.tabs / actionBar / stepper),Metric strip,label,`Status` · `Priority` · `Service` · `Number`,,keyed,detail.metric*,key: detail.metric* (AR ✓)
3800,Watheeq · Cases & Intake,10-cases-and-intake.md,Detail shell + tabs (labels.detail / detail-extra.tabs / actionBar / stepper),Overview card + metadata,heading/label,`Request overview` / `Core request state and intake context.` · `Requester` · `Department` · `Request type` · `Requester approval` · `Provider approval` · `Created` · `Updated` · `Not set` · `Required`/`Not required`,,keyed,detail.*,key: detail.* (AR ✓)
3801,Watheeq · Cases & Intake,10-cases-and-intake.md,Detail shell + tabs (labels.detail / detail-extra.tabs / actionBar / stepper),Description / urgency sections,heading/empty,`Description` / `No description provided.` · `Urgency justification` / `No urgency justification recorded.`,,keyed,detail.*,key: detail.* (AR ✓)
3802,Watheeq · Cases & Intake,10-cases-and-intake.md,Detail shell + tabs (labels.detail / detail-extra.tabs / actionBar / stepper),Priority history,heading/body,`Priority history` / `Audited reclassifications between urgent and normal.` / `No priority changes recorded.` · `{from} → {to}` (fn),,keyed,detail.priorityHistory*,key: detail.priorityHistory* (AR ✓)
3803,Watheeq · Cases & Intake,10-cases-and-intake.md,Detail shell + tabs (labels.detail / detail-extra.tabs / actionBar / stepper),Tabs,tab,`Overview` · `SLA` · `Approval` · `Execution` · `Activity`,,keyed,detail-extra.tabs.*,key: detail-extra.tabs.* (AR ✓)
3804,Watheeq · Cases & Intake,10-cases-and-intake.md,Detail shell + tabs (labels.detail / detail-extra.tabs / actionBar / stepper),"""What needs you now"" action bar",heading/button/body,`What needs you now` · `Submit request` / `This draft is ready to submit to the legal department.` · `Route request` / `Approved — route it to spawn the matter and start execution.` · `Confirm completeness` / `All required items are satisfied — confirm completeness to start the execution clock.` · `Manage delivery confirmation` / `Delivered — request or await the requester's delivery confirmation.` · `No action needed from you` / `This request is progressing through its workflow.` · `You have read-only access to this request.`,,keyed,detail-extra.actionBar.*,key: detail-extra.actionBar.* (AR ✓)
3805,Watheeq · Cases & Intake,10-cases-and-intake.md,Detail shell + tabs (labels.detail / detail-extra.tabs / actionBar / stepper),Lifecycle stepper (`request-lifecycle-stepper.tsx`),breadcrumb/label,`Lifecycle`; steps `Draft`/`Submitted`/`Approval`/`Approved`/`Routed`/`In execution`/`Delivered`/`Closed`; `Returned`/`Cancelled` + `This request left the main lifecycle.`,,keyed,detail-extra.stepper.*,key: detail-extra.stepper.* (AR ✓)
3806,Watheeq · Cases & Intake,10-cases-and-intake.md,route-request-dialog.tsx / linked-subject-card.tsx / clone-lineage-banner.tsx (detail-extra),Route dialog,button/modal-title/body/toast,`Route request` / `Route this request` / `Routing the approved request spawns the legal matter and moves it into execution. This cannot be undone.` / `Route request` / `Request routed.`,,keyed,detail-extra.route.*,key: detail-extra.route.* (AR ✓)
3807,Watheeq · Cases & Intake,10-cases-and-intake.md,route-request-dialog.tsx / linked-subject-card.tsx / clone-lineage-banner.tsx (detail-extra),Linked-subject card,heading/link/label,`Linked matter` / `The case or consultation spawned from this request.` · `Open linked case` · `Open linked consultation` · `Subject type` · `Reference`,,keyed,detail-extra.linkedSubject.*,key: detail-extra.linkedSubject.* (AR ✓)
3808,Watheeq · Cases & Intake,10-cases-and-intake.md,route-request-dialog.tsx / linked-subject-card.tsx / clone-lineage-banner.tsx (detail-extra),Clone-lineage banner,link/badge,`Clone of {ref}` (fn) · `continued as {ref}` (fn) · `Lineage` · `View origin request` · `View continuation request` · `REQ {id}` (fn),,keyed,detail-extra.clone.*,key: detail-extra.clone.* (AR ✓)
3809,Watheeq · Cases & Intake,10-cases-and-intake.md,request-activity-timeline.tsx (detail-extra.activity),Activity timeline,heading/body/empty,"`Activity` / `A unified, reverse-chronological history of everything on this request.` / `No activity has been recorded yet.` / `Some activity sources could not be loaded.`",,keyed,detail-extra.activity.*,key: detail-extra.activity.* (AR ✓)
3810,Watheeq · Cases & Intake,10-cases-and-intake.md,request-activity-timeline.tsx (detail-extra.activity),Activity event templates,body,"`by {actor}` (fn) · `Priority changed: {from} → {to}` (fn) · `Review round {n} opened` (fn) · `Review round {n} closed ({outcome})` (fn) · `Delivery confirmation requested` · `Delivery confirmation {status}` (fn) · `Approval task ""{name}"" — {status}` (fn) · `Status: {from} → {to}` (fn)",,keyed,detail-extra.activity.*,key: detail-extra.activity.* (AR ✓)
3811,Watheeq · Cases & Intake,10-cases-and-intake.md,revise-request-dialog.tsx (detail-extra.revise),Revise dialog,button/modal-title/body,`Revise request` / `Revise request in execution` / `Edit the request while it is in execution. Substantial edits reopen the completeness gate and reset the SLA clock.`,,keyed,detail-extra.revise.*,key: detail-extra.revise.* (AR ✓)
3812,Watheeq · Cases & Intake,10-cases-and-intake.md,revise-request-dialog.tsx (detail-extra.revise),Revise fields,label,`Title (English)`/`Title (Arabic)`/`Description`/`Department`/`Request type`/`Requester approval required`/`Provider approval required` · `Cancel`/`Apply revision`,,keyed,detail-extra.revise.*,key: detail-extra.revise.* (AR ✓)
3813,Watheeq · Cases & Intake,10-cases-and-intake.md,revise-request-dialog.tsx (detail-extra.revise),Revise result banners,modal-body/validation,`A request title is required.`; `Substantial edit applied` / `This revision is substantial: the completeness gate has reopened and the execution SLA clock has reset.`; `Revision applied` / `This was a minor edit — the completeness gate and SLA clock are unaffected.`; `Why it is substantial`; reason labels (`Service changed`/`Request type changed`/`Priority tier changed`/`Scope changed`/`A required item was added`/`A required item was removed`/`Requirements churned significantly`); `Close`; `Revision applied.`,,keyed,detail-extra.revise.*,key: detail-extra.revise.* (AR ✓)
3814,Watheeq · Cases & Intake,10-cases-and-intake.md,sla-panel.tsx (labels.sla + sla-extra-labels.ts),SLA panel,heading/body/label,"`SLA clock` / `Acknowledgement, turnaround and escalation deadlines.` / `The SLA clock has not started yet.` · `Acknowledgement` · `Acknowledge by` · `Acknowledged` · `Pending acknowledgement` · `Acknowledge` · `Turnaround` · `Deliver by` · `Escalation` · `Level {level}` (fn) · `No escalation` · `Outcome` · `Breached` · `On track` · `Started` · `Overdue`",,keyed,sla.*,key: sla.* (AR ✓)
3815,Watheeq · Cases & Intake,10-cases-and-intake.md,sla-panel.tsx (labels.sla + sla-extra-labels.ts),SLA outcome options + toast,option/toast,`Pending`/`On time`/`Breached`; `Request acknowledged.`,,keyed,sla.outcomeOptions/toast,key: sla.outcomeOptions/toast (AR ✓)
3816,Watheeq · Cases & Intake,10-cases-and-intake.md,sla-panel.tsx (labels.sla + sla-extra-labels.ts),SLA escalation chain (sla-extra),heading/button/toast,`Escalation recipients` · `No recipient resolved` · `No escalation chain configured for this beneficiary.` · `Escalate now` · `Escalating...` · `Currently at level {c} · advances to level {n}` (fn) · `Already at the highest escalation level.` · `Escalation advanced.`,,keyed,slaExtraLabels,key: slaExtraLabels (AR ✓)
3817,Watheeq · Cases & Intake,10-cases-and-intake.md,approval-panel.tsx (labels.approval),Approval panel,heading/body/button,`Approval chain` / `Two-stage requester then provider approval.` / `No approval workflow has been started for this request.` · `Start approval` / `Starting...` · `Open approval tasks` / `There are no open approval tasks.` · `Approve`/`Reject`/`Submitting...` · `Decision notes` (ph `Optional notes for the decision.`) · `Requester stage`/`Provider stage` · `Status` · `SLA deadline` · `SLA breached`,,keyed,approval.*,key: approval.* (AR ✓)
3818,Watheeq · Cases & Intake,10-cases-and-intake.md,approval-panel.tsx (labels.approval),Approval toasts + reject confirm,toast/modal,`Approval started.` / `Decision recorded.`; `Reject approval task` / `This records a rejection on the current approval task. Continue?` / `Reject`,,keyed,approval.*,key: approval.* (AR ✓)
3819,Watheeq · Cases & Intake,10-cases-and-intake.md,execution-panel.tsx + dialogs (labels.execution + execution-extra-labels.ts),Execution panel,heading/body,"`Execution` / `Requirements completeness, review rounds and delivery confirmation.` / `This request has not entered execution yet.` · `Execution status`",,keyed,execution.*,key: execution.* (AR ✓)
3820,Watheeq · Cases & Intake,10-cases-and-intake.md,execution-panel.tsx + dialogs (labels.execution + execution-extra-labels.ts),Execution status options,option,`Awaiting completeness` · `In progress` · `Delivered` · `Returned` · `Auto-closed` · `Closed`,,keyed,execution.statusOptions,key: execution.statusOptions (AR ✓)
3821,Watheeq · Cases & Intake,10-cases-and-intake.md,execution-panel.tsx + dialogs (labels.execution + execution-extra-labels.ts),Requirements checklist,heading/body/button/badge,`Requirements checklist` / `Every required item must be satisfied before the execution clock starts.` / `No requirement items.` · `Add requirement`/`Mark satisfied`/`Mark pending`/`Remove` · `Satisfied`/`Pending`/`Required`/`Optional` · `Attachment`/`Data`,,keyed,execution.*,key: execution.* (AR ✓)
3822,Watheeq · Cases & Intake,10-cases-and-intake.md,execution-panel.tsx + dialogs (labels.execution + execution-extra-labels.ts),Completeness / review rounds / delivery,label/body,`Completeness`/`Confirmed complete`/`Not yet confirmed`/`Confirm completeness` (hint) · `Return incomplete` · `Review rounds` / `Return-incomplete cycles. After the second return the request auto-closes.` / `No review rounds.` · `Round {n}` (fn) / `Open` · round outcomes `Accepted`/`Returned`/`Auto-closed` · `{n} review round(s) remaining` (fn) · `Delivery confirmation` (+ desc/empty) · `Request confirmation`/`Respond`/`Confirm delivery`/`Deny`/`Auto-closes` · delivery status `Requested`/`Confirmed`/`Denied`/`Expired`,,keyed,execution.*,key: execution.* (AR ✓)
3823,Watheeq · Cases & Intake,10-cases-and-intake.md,execution-panel.tsx + dialogs (labels.execution + execution-extra-labels.ts),Execution toasts + remove confirm,toast/modal,`Requirement added.`/`Requirement updated.`/`Requirement removed.`/`Completeness confirmed.`/`Request returned as incomplete.`/`Delivery confirmation requested.`/`Response recorded.`; `Remove requirement` / `Remove this requirement item from the checklist?` / `Remove`,,keyed,execution.toast/confirmRemove,key: execution.toast/confirmRemove (AR ✓)
3824,Watheeq · Cases & Intake,10-cases-and-intake.md,execution-panel.tsx + dialogs (labels.execution + execution-extra-labels.ts),requirement-satisfy-controls (execution-extra),button/placeholder/toast,`Upload` · `Replace file` · `Uploading… {pct}%` (fn) · `View file` · `Enter value…` (ph) · `Save` · `Value:` · `Satisfied by {by} · {at}` (fn) · `a team member` · toasts `File uploaded and requirement satisfied.`/`Could not upload the file.`/`Value saved and requirement satisfied.`,,keyed,execution-extra.satisfy.*,key: execution-extra.satisfy.* (AR ✓)
3825,Watheeq · Cases & Intake,10-cases-and-intake.md,execution-panel.tsx + dialogs (labels.execution + execution-extra-labels.ts),Delivery countdown (execution-extra),body,`Auto-closes in {remaining}` (fn) · `Auto-close window expired` · duration `{d}d {h}h`/`{h}h {m}m`/`{m}m` (fn),,keyed,execution-extra.countdown.*,key: execution-extra.countdown.* (AR ✓)
3826,Watheeq · Cases & Intake,10-cases-and-intake.md,Detail dialogs (labels.ts: addRequirement/completeness/return/deliveryRequest/deliveryRespond/reclassify/edit/submit/confirm),add-requirement-dialog,modal-title/label/validation,`Add requirement` / `Add a required attachment or data item to the checklist.` · `Code` (ph `e.g. signed_nda`) · `Label (English)`/`Label (Arabic)` · `Kind` · `Required` · `Cancel`/`Add`; `A code is required.`/`A label is required.`,,keyed,addRequirementDialog.*,key: addRequirementDialog.* (AR ✓)
3827,Watheeq · Cases & Intake,10-cases-and-intake.md,Detail dialogs (labels.ts: addRequirement/completeness/return/deliveryRequest/deliveryRespond/reclassify/edit/submit/confirm),completeness-dialog,modal,`Confirm completeness` / `Confirm that all required items are satisfied. This starts the execution clock.` · `Notes` (ph `Optional notes.`) · `Cancel`/`Confirm completeness`,,keyed,completenessDialog.*,key: completenessDialog.* (AR ✓)
3828,Watheeq · Cases & Intake,10-cases-and-intake.md,Detail dialogs (labels.ts: addRequirement/completeness/return/deliveryRequest/deliveryRespond/reclassify/edit/submit/confirm),return-incomplete-dialog,modal/validation,"`Return incomplete` / `Return the request to the requester as incomplete, opening a review round.` · `Reason` (ph `Explain what is missing or needs revision.`) · `Cancel`/`Return incomplete`; `A reason is required.`",,keyed,returnDialog.*,key: returnDialog.* (AR ✓)
3829,Watheeq · Cases & Intake,10-cases-and-intake.md,Detail dialogs (labels.ts: addRequirement/completeness/return/deliveryRequest/deliveryRespond/reclassify/edit/submit/confirm),delivery-request-dialog,modal/validation,`Request delivery confirmation` / `Ask the requester to confirm delivery. A working-hour deadline is applied automatically.` · `Recipient name` (ph `Full name`) · `Recipient contact` (ph `Email or phone`) · `Notes` · `Cancel`/`Request confirmation`; `A recipient name is required.`,,keyed,deliveryRequestDialog.*,key: deliveryRequestDialog.* (AR ✓)
